ticker,Name,Sector,Price,Dividend Yield,5-Year Average Dividend Yield,Dividends Per Share,Market Cap,Trailing PE Ratio,Payout Ratio,Beta,52 Week High,52 Week Low
MSGE,Madison Square Garden Entertainment Corp.,N/A,$41.80,0.0%,0.0%,$0.00,"$2,009",13.9,0.0%,1.58,$42.99,$27.55
MSTR,MICROSTRATEGY Inc,Technology,$149.96,0.0%,0.0%,$0.00,"$29,150",N/A,0.0%,2.45,$200.00,$30.71
MTDR,Matador Resources Co,Energy,$57.28,1.0%,0.6%,$0.80,"$7,148",7.6,17.2%,1.10,$70.60,$50.61
MTH,Meritage Homes CORP,Consumer Cyclical,$206.06,1.0%,0.3%,$2.04,"$7,481",8.9,8.8%,1.32,$210.58,$108.06
MTRN,MATERION Corp,Basic Materials,$119.28,0.5%,0.5%,$0.53,"$2,470",31.5,13.8%,1.15,$144.59,$91.82
MTSI,"MACOM Technology Solutions Holdings, Inc.",Technology,$106.95,0.0%,0.0%,$0.00,"$7,724",107.4,0.0%,1.32,$118.77,$68.58
MTTR,"Matterport, Inc./DE",N/A,$4.36,0.0%,0.0%,$0.00,"$1,388",N/A,0.0%,2.67,$4.99,$1.73
MTW,MANITOWOC CO INC,Industrials,$10.13,0.0%,0.0%,$0.32,$356,41.4,0.0%,1.17,$17.65,$8.91
MTX,MINERALS TECHNOLOGIES INC,Basic Materials,$76.77,1.0%,0.3%,$0.40,"$2,472",28.4,15.5%,1.02,$90.17,$48.33
MUR,MURPHY OIL CORP,Energy,$38.28,3.0%,2.4%,$1.18,"$5,773",9.8,36.5%,1.06,$48.41,$35.32
MURA,Mural Oncology plc,N/A,$3.41,0.0%,0.0%,$0.00,$59,N/A,0.0%,-0.40,$17.00,$2.88
MVBF,MVB FINANCIAL CORP,Financial Services,$21.88,3.0%,2.6%,$0.68,$283,13.9,42.4%,0.55,$25.24,$17.51
MVIS,"MICROVISION, INC.",Technology,$0.96,0.0%,0.0%,$0.00,$204,N/A,0.0%,1.79,$2.98,$0.83
MVST,"Microvast Holdings, Inc.",N/A,$0.32,0.0%,0.0%,$0.00,$104,N/A,0.0%,2.02,$2.47,$0.30
MWA,"Mueller Water Products, Inc.",Industrials,$20.83,1.2%,1.1%,$0.26,"$3,248",26.4,32.0%,0.98,$21.00,$11.93
MXCT,"MAXCYTE, INC.",N/A,$4.34,0.0%,0.0%,$0.00,$457,N/A,0.0%,1.85,$5.55,$2.45
MXL,"MAXLINEAR, INC",Technology,$12.77,0.0%,0.0%,$0.00,"$1,071",N/A,0.0%,1.70,$26.59,$11.08
MYE,MYERS INDUSTRIES INC,Consumer Cyclical,$15.12,4.0%,3.9%,$0.54,$563,14.4,52.0%,0.75,$23.41,$12.47
MYFW,First Western Financial Inc,Financial Services,$18.36,0.0%,0.0%,$0.00,$177,50.7,0.0%,0.68,$21.15,$12.84
MYGN,MYRIAD GENETICS INC,Healthcare,$28.13,0.0%,0.0%,$0.00,"$2,554",N/A,0.0%,1.76,$28.90,$13.82
MYPS,"PLAYSTUDIOS, Inc.",N/A,$1.59,0.0%,0.0%,$0.00,$198,N/A,0.0%,0.80,$3.69,$1.44
MYRG,MYR GROUP INC.,Industrials,$102.81,0.0%,0.0%,$0.00,"$1,697",34.7,0.0%,0.83,$181.02,$92.48
NABL,"N-able, Inc.",N/A,$12.71,0.0%,0.0%,$0.00,"$2,353",72.9,0.0%,0.70,$15.49,$11.50
NAPA,"Duckhorn Portfolio, Inc.",N/A,$6.60,0.0%,0.0%,$0.00,$971,15.5,0.0%,0.57,$12.89,$6.41
NARI,"Inari Medical, Inc.",N/A,$43.35,0.0%,0.0%,$0.00,"$2,525",N/A,0.0%,1.11,$70.25,$36.73
NAT,NORDIC AMERICAN TANKERS Ltd,Industrials,$3.64,12.0%,8.0%,$0.43,$758,7.7,91.0%,0.19,$4.49,$3.31
NATH,"NATHANS FAMOUS, INC.",Consumer Cyclical,$77.38,3.0%,2.3%,$2.00,$321,14.9,0.0%,0.45,$78.60,$60.01
NATR,NATURES SUNSHINE PRODUCTS INC,Consumer Defensive,$13.56,0.0%,1.4%,$1.00,$252,16.3,0.0%,0.54,$21.72,$10.81
NAUT,"Nautilus Biotechnology, Inc.",N/A,$2.57,0.0%,0.0%,$0.00,$326,N/A,0.0%,1.43,$4.00,$2.19
NAVI,NAVIENT CORP,Financial Services,$16.12,4.0%,4.5%,$0.64,"$1,764",11.0,45.6%,0.97,$19.27,$13.67
NBHC,National Bank Holdings Corp,Financial Services,$43.76,2.0%,2.4%,$1.08,"$1,660",13.1,32.5%,0.59,$46.52,$27.70
NBN,Northeast Bank,Financial Services,$69.52,0.0%,0.1%,$0.04,$633,33.6,N/A,0.22,$74.84,$42.40
NBR,NABORS INDUSTRIES LTD,Energy,$80.34,0.0%,0.4%,$2.00,$862,N/A,N/A,1.45,$141.47,$59.90
NBTB,NBT BANCORP INC,Financial Services,$49.15,2.8%,2.6%,$1.28,"$2,317",19.1,49.6%,0.42,$50.84,$29.50
NC,NACCO INDUSTRIES INC,Energy,$28.40,3.2%,3.0%,$0.88,$208,N/A,N/A,0.55,$38.14,$26.09
NDLS,NOODLES & Co,Consumer Cyclical,$1.55,0.0%,0.0%,$0.00,$70,N/A,0.0%,1.21,$3.50,$1.11
NE,Noble Corp plc,Energy,$37.92,4.0%,0.8%,$1.50,"$5,584",9.3,36.0%,0.68,$53.86,$36.38
NECB,"NorthEast Community Bancorp, Inc./MD/",Financial Services,$22.97,1.0%,1.0%,$0.32,$322,6.7,8.4%,0.17,$23.23,$13.72
NEO,NEOGENOMICS INC,Healthcare,$16.67,0.0%,0.0%,$0.00,"$2,135",N/A,0.0%,2.18,$21.22,$11.03
NEOG,NEOGEN CORP,Healthcare,$16.79,0.0%,0.0%,$0.00,"$3,636",N/A,0.0%,1.32,$23.64,$11.46
NEWT,"NewtekOne, Inc.",Financial Services,$12.80,5.9%,16.7%,$0.74,$333,8.2,45.6%,0.94,$17.64,$9.75
NEXT,NextDecade Corp.,Energy,$4.90,0.0%,0.0%,$0.00,"$1,271",N/A,0.0%,1.42,$8.52,$4.01
NFBK,"Northfield Bancorp, Inc.",Financial Services,$12.27,4.0%,4.5%,$0.52,$529,18.5,77.6%,0.53,$12.98,$6.90
NG,NOVAGOLD RESOURCES INC,Basic Materials,$4.43,0.0%,0.0%,$0.00,"$1,482",N/A,0.0%,0.72,$4.88,$2.23
NGM,NGM BIOPHARMACEUTICALS INC,Healthcare,$1.55,0.0%,0.0%,$0.00,$127,N/A,0.0%,0.68,,
NGVC,"Natural Grocers by Vitamin Cottage, Inc.",Consumer Defensive,$25.25,5.0%,2.2%,$1.30,$575,18.7,103.4%,0.74,$27.60,$10.98
NGVT,Ingevity Corp,Basic Materials,$38.46,0.0%,0.0%,$0.00,"$1,397",N/A,0.0%,0.99,$56.30,$33.49
NHC,NATIONAL HEALTHCARE CORP,Healthcare,$133.79,1.8%,1.8%,$2.38,"$2,067",22.5,39.6%,0.49,$138.49,$62.21
NHI,NATIONAL HEALTH INVESTORS INC,Real Estate,$78.64,4.6%,5.2%,$3.60,"$3,416",26.8,124.6%,0.56,$78.80,$46.43
NIC,NICOLET BANKSHARES INC,N/A,$98.45,1.0%,0.3%,$1.03,"$1,484",14.1,14.7%,0.63,$104.58,$62.95
NJR,NEW JERSEY RESOURCES CORP,Utilities,$46.14,3.6%,3.3%,$1.68,"$4,573",19.4,68.5%,0.52,$47.37,$37.81
NKLA,Nikola Corp,N/A,$7.51,0.0%,0.0%,$0.00,$380,N/A,0.0%,2.18,$51.00,$7.02
NKSH,NATIONAL BANKSHARES INC,Financial Services,$30.46,5.0%,6.2%,$1.51,$195,19.9,97.5%,0.18,$36.09,$21.12
NKTX,"Nkarta, Inc.",N/A,$5.32,0.0%,0.0%,$0.00,$375,N/A,0.0%,0.92,$16.24,$1.28
NL,NL INDUSTRIES INC,Industrials,$6.59,11.0%,5.2%,$0.73,$321,14.5,65.8%,0.71,$8.29,$4.07
NMIH,"NMI Holdings, Inc.",Financial Services,$39.77,0.0%,0.0%,$0.00,"$3,171",9.1,0.0%,-1.92,$42.01,$31.59
NMRA,"Neumora Therapeutics, Inc.",N/A,$11.67,0.0%,0.0%,$0.00,"$1,869",N/A,0.0%,1.08,$21.00,$8.33
NMRK,"NEWMARK GROUP, INC.",Real Estate,$13.74,1.0%,1.2%,$0.12,"$2,359",53.0,86.9%,1.43,$13.74,$5.03
NN,NEXTNAV INC.,N/A,$6.97,0.0%,0.0%,$0.00,$879,N/A,0.0%,0.92,$9.50,$3.55
NNI,NELNET INC,Financial Services,$112.60,1.0%,0.9%,$1.10,"$4,079",26.2,35.4%,0.59,$114.26,$80.91
NNOX,Nano-X Imaging Ltd.,N/A,$7.05,0.0%,0.0%,$0.00,$407,N/A,0.0%,1.06,$14.28,$4.89
NODK,"NI Holdings, Inc.",Financial Services,$15.35,0.0%,0.0%,$0.00,$324,N/A,0.0%,0.40,$16.55,$12.01
NOG,"NORTHERN OIL & GAS, INC.",Energy,$39.62,4.0%,1.8%,$1.58,"$3,968",7.0,26.5%,1.06,$43.80,$30.49
NOTE,"FiscalNote Holdings, Inc.",N/A,$1.34,0.0%,0.0%,$0.00,$186,N/A,0.0%,0.77,$2.77,$0.65
NOVA,Sunnova Energy International Inc.,Technology,$11.41,0.0%,0.0%,$0.00,"$1,423",N/A,N/A,2.38,$16.36,$3.37
NOVT,NOVANTA INC,Technology,$183.45,0.0%,0.0%,$0.00,"$6,590",106.0,0.0%,1.58,$187.12,$111.20
NPK,NATIONAL PRESTO INDUSTRIES INC,Industrials,$74.30,1.0%,1.4%,$1.00,$528,16.0,97.6%,0.55,$86.08,$66.30
NPO,Enpro Inc.,Industrials,$161.01,1.0%,0.7%,$1.18,"$3,363",78.9,99.5%,1.02,$176.13,$105.42
NR,NEWPARK RESOURCES INC,Energy,$8.15,0.0%,0.0%,$0.00,$705,31.3,0.0%,0.35,$8.65,$5.61
NRC,NATIONAL RESEARCH CORP,Healthcare,$21.88,7.0%,3.5%,$1.48,$522,17.8,123.8%,0.54,$46.59,$20.41
NRDS,"NERDWALLET, INC.",N/A,$12.19,0.0%,0.0%,$0.00,$959,N/A,0.0%,1.37,$17.30,$6.38
NRDY,Nerdy Inc.,N/A,$1.13,0.0%,0.0%,$0.00,$199,N/A,0.0%,1.76,$5.13,$0.73
NREF,Nexpoint Real Estate Finance Inc,Real Estate,$15.63,13.0%,10.7%,$2.00,$18,N/A,N/A,0.67,$15.83,$12.00
NRGV,"Energy Vault Holdings, Inc.",N/A,$1.08,0.0%,0.0%,$0.00,$163,N/A,0.0%,1.31,$3.35,$0.78
NRIM,NORTHRIM BANCORP INC,Financial Services,$68.24,3.6%,3.0%,$2.42,$373,11.6,41.9%,0.57,$74.34,$36.95
NRIX,"Nurix Therapeutics, Inc.",N/A,$24.01,0.0%,0.0%,$0.00,"$1,547",N/A,0.0%,1.44,$24.54,$4.22
NSIT,INSIGHT ENTERPRISES INC,Technology,$213.26,0.0%,0.0%,$0.00,"$6,954",22.8,0.0%,0.65,$228.07,$139.34
NSP,"INSPERITY, INC.",Industrials,$93.63,2.6%,2.0%,$2.31,"$3,513",21.8,53.4%,0.79,$117.96,$85.04
NSSC,"NAPCO SECURITY TECHNOLOGIES, INC",Industrials,$55.47,1.0%,0.2%,$0.36,"$2,045",43.7,25.3%,1.24,$58.09,$17.64
NTB,Bank of N.T. Butterfield & Son Ltd,Financial Services,$38.45,5.0%,5.4%,$1.76,"$1,827",8.1,38.2%,0.80,$40.05,$23.28
NTCT,NETSCOUT SYSTEMS INC,Technology,$21.09,0.0%,0.0%,$0.00,"$1,503",N/A,0.0%,0.57,$28.95,$17.10
NTGR,"NETGEAR, INC.",Technology,$15.77,0.0%,0.0%,$0.00,$453,N/A,0.0%,0.87,$18.66,$10.40
NTLA,"Intellia Therapeutics, Inc.",Healthcare,$23.64,0.0%,0.0%,$0.00,"$2,400",N/A,0.0%,2.12,$38.79,$19.37
NTST,NETSTREIT Corp.,N/A,$16.85,5.0%,4.0%,$0.82,"$1,304",265.5,1178.8%,0.70,$18.75,$13.00
NUS,"NU SKIN ENTERPRISES, INC.",Consumer Defensive,$10.00,2.4%,13.3%,$0.90,$497,N/A,N/A,0.81,$23.70,$8.80
NUVB,Nuvation Bio Inc.,N/A,$2.88,0.0%,0.0%,$0.00,$718,N/A,0.0%,1.31,$4.16,$0.95
NUVL,"Nuvalent, Inc.",N/A,$85.35,0.0%,0.0%,$0.00,"$5,529",N/A,0.0%,1.58,$89.39,$39.86
NVAX,NOVAVAX INC,Healthcare,$11.98,0.0%,0.0%,$12.75,"$1,920",N/A,0.0%,1.92,$23.86,$3.53
NVCT,"Nuvectis Pharma, Inc.",N/A,$7.06,0.0%,0.0%,$0.00,$132,N/A,0.0%,0.07,$15.20,$5.85
NVEC,NVE CORP /NEW/,Technology,$84.05,5.0%,5.0%,$4.00,$406,24.1,115.0%,0.97,$89.98,$60.87
NVEE,"NV5 Global, Inc.",Industrials,$96.52,0.0%,0.0%,$0.00,"$1,571",49.8,0.0%,1.10,$115.01,$88.26
NVRI,ENVIRI Corp,N/A,$11.58,0.0%,0.0%,$0.67,$928,N/A,N/A,1.33,$12.79,$5.64
NVRO,NEVRO CORP,Healthcare,$5.80,0.0%,0.0%,$0.00,$216,N/A,0.0%,1.27,$22.64,$4.38
NVTS,Navitas Semiconductor Corp,N/A,$3.10,0.0%,0.0%,$0.00,$567,N/A,0.0%,2.28,$8.95,$2.87
NWBI,"Northwest Bancshares, Inc.",Financial Services,$13.80,5.8%,6.2%,$0.80,"$1,758",17.2,99.6%,0.50,$14.34,$9.14
NWE,NorthWestern Corp,Utilities,$54.04,4.8%,4.6%,$2.58,"$3,310",18.6,85.6%,0.45,$55.47,$44.25
NWFL,NORWOOD FINANCIAL CORP,Financial Services,$26.59,4.5%,4.3%,$1.19,$218,16.6,72.8%,0.33,$33.35,$23.21
NWLI,"National Western Life Group, Inc.",Financial Services,$499.93,0.0%,0.1%,$0.36,"$1,818",11.7,0.0%,0.55,,
NWN,NORTHWEST NATURAL GAS CO,Utilities,$40.15,4.9%,5.1%,$1.95,"$1,551",19.2,84.9%,0.39,$40.64,$34.09
NWPX,NORTHWEST PIPE CO,Industrials,$45.85,0.0%,0.0%,$0.00,$454,18.1,0.0%,0.80,$45.85,$25.67
NX,Quanex Building Products CORP,Industrials,$28.87,1.0%,1.2%,$0.32,$956,11.8,13.2%,1.04,$39.20,$24.71
NXDT,NEXPOINT DIVERSIFIED REAL ESTATE TRUST,N/A,$5.70,11.0%,15.6%,$0.60,$232,N/A,N/A,0.83,$9.31,$4.55
NXRT,"NexPoint Residential Trust, Inc.",Real Estate,$45.70,4.0%,3.5%,$1.81,"$1,160",13.0,52.9%,0.99,$45.75,$25.16
NXT,Nextracker Inc.,N/A,$42.14,0.0%,0.0%,$0.00,"$1,764",4.3,13.0%,2.17,$62.31,$32.14
NYMT,NEW YORK MORTGAGE TRUST INC,Real Estate,$6.66,12.0%,23.4%,$0.90,$602,N/A,N/A,1.28,$8.88,$5.46
OABI,"OmniAb, Inc.",N/A,$4.28,0.0%,0.0%,$0.00,$506,N/A,0.0%,2.05,$6.72,$3.56
OB,Outbrain Inc.,N/A,$5.24,0.0%,0.0%,$0.00,$257,N/A,0.0%,1.33,$5.95,$3.34
OBIO,"Orchestra BioMed Holdings, Inc.",N/A,$6.63,0.0%,0.0%,$0.00,$250,N/A,0.0%,0.21,$11.69,$4.22
OBK,"Origin Bancorp, Inc.",N/A,$33.21,2.0%,1.7%,$0.60,"$1,035",12.7,22.9%,0.60,$37.37,$26.16
OBT,"Orange County Bancorp, Inc. /DE/",N/A,$59.67,2.0%,1.0%,$0.92,$336,9.7,15.0%,0.07,$63.54,$39.13
OCFC,OCEANFIRST FINANCIAL CORP,Financial Services,$17.82,4.0%,4.7%,$0.80,"$1,041",10.7,50.5%,0.71,$18.73,$11.40
OCN,OMNICOM GROUP INC.,Financial Services,$29.99,0.0%,0.0%,$0.00,$233,145.9,0.0%,1.01,$31.96,$21.15
OCUL,"OCULAR THERAPEUTIX, INC",Healthcare,$9.12,0.0%,0.0%,$0.00,"$1,420",N/A,0.0%,1.16,$11.31,$2.00
ODC,Oil-Dri Corp of America,Basic Materials,$69.32,1.8%,1.9%,$1.18,$503,11.8,18.0%,0.66,$86.90,$53.83
ODP,ODP Corp,Consumer Cyclical,$29.49,0.0%,6.1%,$10.00,$990,N/A,0.0%,0.73,$58.98,$23.69
OEC,Orion S.A.,Basic Materials,$18.10,1.0%,1.0%,$0.10,"$1,056",13.5,6.1%,0.92,$28.40,$15.54
OFG,OFG BANCORP,Financial Services,$45.00,2.0%,1.4%,$0.94,"$2,093",10.9,22.5%,0.67,$47.57,$27.43
OFIX,Orthofix Medical Inc.,Healthcare,$17.30,0.0%,0.0%,$0.00,$660,N/A,0.0%,1.13,$21.60,$9.58
OFLX,"Omega Flex, Inc.",Industrials,$47.50,3.0%,4.2%,$1.33,$478,24.9,69.8%,0.72,$86.53,$43.86
OGS,"ONE Gas, Inc.",Utilities,$68.13,3.9%,3.5%,$2.63,"$3,857",17.1,64.4%,0.41,$72.77,$53.80
OI,"O-I Glass, Inc. /DE/",Consumer Cyclical,$12.80,0.0%,0.3%,$0.20,"$1,986",N/A,N/A,1.14,$20.29,$10.08
OII,OCEANEERING INTERNATIONAL INC,Energy,$26.89,0.0%,0.0%,$0.60,"$2,725",21.9,0.0%,1.33,$30.45,$18.67
OIS,"OIL STATES INTERNATIONAL, INC",Energy,$5.30,0.0%,0.0%,$0.00,$337,N/A,0.0%,0.76,$8.92,$3.91
OLMA,"Olema Pharmaceuticals, Inc.",N/A,$11.96,0.0%,0.0%,$0.00,$684,N/A,0.0%,1.95,$17.79,$8.51
OLO,Olo Inc.,,$5.51,0.0%,0.0%,$0.00,$893,N/A,0.0%,1.05,$6.84,$4.20
OLP,ONE LIBERTY PROPERTIES INC,Real Estate,$26.53,6.8%,7.2%,$1.80,$566,17.5,115.4%,0.73,$26.89,$16.55
OM,"Outset Medical, Inc.",N/A,$0.71,0.0%,0.0%,$0.00,$37,N/A,0.0%,1.75,$14.60,$0.58
OMCL,"OMNICELL, INC.",Healthcare,$44.83,0.0%,0.0%,$0.00,"$2,061",N/A,0.0%,0.99,$61.44,$25.12
OMER,OMEROS CORP,Healthcare,$4.24,0.0%,0.0%,$0.00,$246,N/A,0.0%,2.19,$5.68,$0.92
OMGA,"Omega Therapeutics, Inc.",N/A,$1.57,0.0%,0.0%,$0.00,$85,N/A,0.0%,1.67,$6.30,$1.30
OMI,OWENS & MINOR INC/VA/,Healthcare,$16.40,0.0%,0.0%,$0.01,"$1,262",N/A,0.0%,1.63,$28.35,$12.36
ONB,OLD NATIONAL BANCORP /IN/,Financial Services,$19.61,3.0%,3.1%,$0.56,"$5,731",11.3,35.2%,0.58,$20.43,$12.04
ONEW,OneWater Marine Inc.,Consumer Cyclical,$24.58,0.0%,1.6%,$1.80,$396,N/A,N/A,1.11,$35.86,$20.00
ONL,Orion Office REIT Inc.,N/A,$4.08,10.0%,5.2%,$0.40,$228,N/A,N/A,0.78,$5.76,$2.92
ONTF,ON24 INC.,N/A,$6.41,0.0%,3.7%,$1.09,$267,N/A,0.0%,1.24,$8.35,$5.37
ONTO,ONTO INNOVATION INC.,Technology,$213.37,0.0%,0.0%,$0.00,"$10,517",63.4,0.0%,1.78,$238.93,$108.98
OOMA,OOMA INC,Communication Services,$8.69,0.0%,0.0%,$0.00,$231,N/A,0.0%,0.75,$14.61,$6.50
OPCH,"Option Care Health, Inc.",Healthcare,$31.81,0.0%,0.0%,$0.00,"$5,444",25.8,0.0%,0.55,$35.63,$26.11
OPEN,Opendoor Technologies Inc.,N/A,$2.26,0.0%,0.0%,$0.00,"$1,582",N/A,0.0%,3.18,$4.89,$1.58
OPFI,OppFi Inc.,N/A,$4.54,3.0%,0.6%,$0.12,$781,150.1,60.9%,0.73,$5.12,$1.96
OPI,OFFICE PROPERTIES INCOME TRUST,Real Estate,$2.44,12.0%,74.7%,$0.28,$122,8.6,177.7%,1.19,$7.43,$1.79
OPK,"OPKO HEALTH, INC.",Healthcare,$1.61,0.0%,0.0%,$0.00,"$1,123",N/A,0.0%,1.22,$1.90,$0.85
OPRX,OptimizeRx Corp,Healthcare,$8.60,0.0%,0.0%,$0.00,$157,N/A,0.0%,1.96,$16.65,$6.92
OPTN,"OptiNose, Inc.",Healthcare,$0.92,0.0%,0.0%,$0.00,$140,N/A,0.0%,-0.09,$2.10,$0.80
ORA,"ORMAT TECHNOLOGIES, INC.",Utilities,$74.72,1.0%,0.6%,$0.48,"$4,513",34.2,28.2%,0.66,$78.38,$58.32
ORC,"Orchid Island Capital, Inc.",Real Estate,$8.26,17.4%,39.3%,$1.52,$589,N/A,N/A,1.24,$8.76,$5.16
ORGN,"Origin Materials, Inc.",N/A,$1.55,0.0%,0.0%,$0.00,$226,N/A,0.0%,1.05,$1.73,$0.44
ORGO,Organogenesis Holdings Inc.,Healthcare,$2.92,0.0%,0.0%,$0.00,$388,N/A,0.0%,0.82,$4.71,$1.96
ORIC,"Oric Pharmaceuticals, Inc.",N/A,$9.60,0.0%,0.0%,$0.00,$677,N/A,0.0%,1.12,$16.65,$5.27
ORRF,ORRSTOWN FINANCIAL SERVICES INC,Financial Services,$35.79,2.0%,2.2%,$0.83,$693,21.1,25.8%,0.51,$36.60,$18.71
OSBC,OLD SECOND BANCORP INC,Financial Services,$16.50,1.0%,1.0%,$0.20,$741,8.6,10.4%,0.45,$17.46,$12.91
OSCR,"Oscar Health, Inc.",N/A,$17.73,0.0%,0.0%,$0.00,"$4,287",236.2,0.0%,2.03,$23.44,$4.72
OSG,OVERSEAS SHIPHOLDING GROUP INC,Energy,$8.49,1.0%,0.3%,$0.12,$668,10.3,0.0%,0.52,,
OSIS,OSI SYSTEMS INC,Technology,$150.03,0.0%,0.0%,$0.00,"$2,557",20.3,0.0%,0.83,$158.69,$103.04
OSPN,OneSpan Inc.,Technology,$16.15,0.0%,0.0%,$0.00,$610,37.4,0.0%,1.50,$16.41,$7.64
OSUR,ORASURE TECHNOLOGIES INC,Healthcare,$4.43,0.0%,0.0%,$0.00,$331,12.2,0.0%,0.89,$8.45,$3.92
OSW,ONESPAWORLD HOLDINGS Ltd,Consumer Cyclical,$15.39,0.0%,0.1%,$0.04,"$1,612",30.4,0.0%,0.79,$17.25,$9.79
OTLK,"Outlook Therapeutics, Inc.",Healthcare,$7.51,0.0%,0.0%,$0.00,$178,N/A,0.0%,0.73,$29.20,$4.00
OTTR,Otter Tail Corp,Utilities,$91.01,2.1%,1.8%,$1.84,"$3,802",12.2,24.3%,0.74,$100.30,$67.50
OUT,OUTFRONT Media Inc.,Real Estate,$16.66,7.0%,5.7%,$1.20,"$2,765",12.2,91.4%,1.69,$16.73,$7.65
OVID,Ovid Therapeutics Inc.,Healthcare,$1.20,0.0%,0.0%,$0.00,$86,N/A,0.0%,0.66,$4.10,$0.68
OVLY,Oak Valley Bancorp,Financial Services,$25.35,1.8%,1.3%,$0.45,$219,8.8,12.8%,0.22,$30.20,$22.72
OXM,OXFORD INDUSTRIES INC,Consumer Cyclical,$87.67,3.0%,2.0%,$2.64,"$1,376",33.9,103.4%,0.99,$112.38,$80.70
PACB,"PACIFIC BIOSCIENCES OF CALIFORNIA, INC.",Healthcare,$1.56,0.0%,0.0%,$0.00,$425,N/A,0.0%,2.98,$11.96,$1.16
PACK,Ranpak Holdings Corp.,Consumer Cyclical,$7.48,0.0%,0.0%,$0.00,$622,N/A,0.0%,2.10,$9.04,$2.63
PAGS,PagSeguro Digital Ltd.,Technology,$11.74,0.0%,0.0%,$0.00,"$3,870",11.4,0.0%,1.75,$14.98,$6.93
PAHC,PHIBRO ANIMAL HEALTH CORP,Healthcare,$20.97,2.0%,2.8%,$0.48,$848,64.4,147.7%,0.69,$21.09,$9.15
PANL,Pangaea Logistics Solutions Ltd.,Industrials,$6.66,6.0%,3.3%,$0.40,$313,8.8,72.0%,0.57,$9.29,$5.08
PAR,PAR TECHNOLOGY CORP,Technology,$54.88,0.0%,0.1%,$0.31,"$1,991",1133.1,0.0%,1.72,$55.73,$28.21
PARR,"PAR PACIFIC HOLDINGS, INC.",Energy,$22.54,0.0%,0.0%,$0.00,"$1,270",1.7,0.0%,0.72,$40.70,$21.65
PATK,PATRICK INDUSTRIES INC,Industrials,$132.98,2.0%,1.2%,$2.10,"$2,979",19.4,30.4%,1.19,$136.00,$69.01
PAX,Patria Investments Ltd,N/A,$11.88,8.0%,5.1%,$0.92,"$1,760",14.3,120.1%,0.68,$15.34,$10.73
PAYO,Payoneer Global Inc.,N/A,$7.03,0.0%,0.0%,$0.00,"$2,684",26.5,0.0%,0.94,$7.21,$4.22
PAYS,"Paysign, Inc.",Industrials,$4.94,0.0%,0.0%,$0.00,$263,34.0,0.0%,1.08,$5.59,$1.67
PBF,PBF Energy Inc.,Energy,$34.21,3.0%,1.5%,$1.00,"$4,008",5.1,15.0%,0.29,$62.13,$33.41
PBFS,"Pioneer Bancorp, Inc./MD",Financial Services,$11.19,0.0%,0.0%,$0.00,$290,18.3,0.0%,0.42,$11.40,$7.81
PBH,Prestige Consumer Healthcare Inc.,Healthcare,$71.77,0.0%,0.0%,$0.47,"$3,555",17.3,0.0%,0.44,$75.31,$56.34
PBI,PITNEY BOWES INC /DE/,Industrials,$7.37,3.0%,3.5%,$0.20,"$1,325",N/A,N/A,1.40,$7.64,$2.68
PBPB,POTBELLY CORP,Consumer Cyclical,$8.08,0.0%,0.0%,$0.00,$242,6.7,2.3%,0.80,$14.36,$6.28
PCB,PCB BANCORP,Financial Services,$19.13,4.0%,3.0%,$0.72,$274,11.5,43.4%,0.43,$20.01,$14.16
PCH,POTLATCHDELTIC CORP,Real Estate,$44.16,4.0%,6.5%,$1.80,"$3,485",94.4,387.8%,0.88,$49.03,$37.06
PCRX,"Pacira BioSciences, Inc.",Healthcare,$14.18,0.0%,0.0%,$0.00,$655,10.3,0.0%,0.82,$37.94,$11.16
PCT,"PureCycle Technologies, Inc.",N/A,$5.85,0.0%,0.0%,$0.00,$968,N/A,0.0%,1.18,$9.54,$2.39
PCVX,"Vaxcyte, Inc.",N/A,$79.33,0.0%,0.0%,$0.00,"$8,856",N/A,0.0%,0.96,$87.71,$44.20
PCYO,PURE CYCLE CORP,Utilities,$10.21,0.0%,0.0%,$0.00,$248,40.9,0.0%,0.89,$11.46,$8.94
PD,"PagerDuty, Inc.",Technology,$20.17,0.0%,0.0%,$0.00,"$1,928",N/A,0.0%,1.91,$26.70,$17.92
PDCO,"PATTERSON COMPANIES, INC.",Healthcare,$24.96,4.2%,4.3%,$1.04,"$2,192",11.8,53.0%,0.47,$33.12,$22.07
PDFS,PDF SOLUTIONS INC,Technology,$31.83,0.0%,0.0%,$0.00,"$1,232",N/A,0.0%,1.36,$39.70,$26.12
PDLB,"Ponce Financial Group, Inc.",Financial Services,$11.15,0.0%,0.0%,$0.00,$266,30.8,0.0%,0.34,$11.23,$7.31
PDLI,,Healthcare,$2.48,0.0%,0.0%,$0.40,$286,N/A,N/A,0.90,,
PDM,"Piedmont Office Realty Trust, Inc.",Real Estate,$9.36,5.3%,8.9%,$0.50,"$1,158",N/A,N/A,1.06,$9.36,$4.57
PDSB,PDS Biotechnology Corp,Healthcare,$3.36,0.0%,0.0%,$0.00,$123,N/A,0.0%,1.85,$6.85,$2.53
PEB,Pebblebrook Hotel Trust,Real Estate,$13.19,0.0%,1.5%,$0.04,"$1,589",N/A,N/A,1.31,$16.63,$11.36
PEBO,PEOPLES BANCORP INC,Financial Services,$31.86,5.0%,5.0%,$1.58,"$1,131",10.0,45.7%,0.49,$34.38,$23.54
